id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
447,47,No,Rarely,1482.0,Research & Development,5,Postgraduate,Life Sciences,Delighted,Male,42.0,Satisfied,Executive,Research Director,Satisfied,Married,18300.0,4,No,11,Satisfied,Dissatisfied,Basic,21,2,Satisfied,3,2,1,1
448,43,No,Frequently,559.0,Research & Development,10,Bachelor's Degree,Life Sciences,Satisfied,Female,82.0,Dissatisfied,Junior,Laboratory Technician,Satisfied,Divorced,5257.0,1,No,11,Satisfied,Dissatisfied,Basic,9,3,Delighted,9,7,0,0
449,27,No,Non,210.0,Sales,1,No Formal Education,Marketing,Satisfied,Male,73.0,Satisfied,Junior,Sales Executive,Dissatisfied,Married,6349.0,0,Yes,13,Satisfied,Delighted,Basic,6,0,Satisfied,5,4,1,4
450,54,No,Frequently,928.0,Research & Development,20,Bachelor's Degree,Life Sciences,Delighted,Female,31.0,Satisfied,Junior,Research Scientist,Unknown,Single,4869.0,3,No,12,Satisfied,Delighted,Unvested,20,4,Dissatisfied,4,3,0,3
451,43,No,Rarely,1001.0,Research & Development,7,Associate Degree,Life Sciences,Satisfied,Female,43.0,Satisfied,Senior,Healthcare Representative,Not Satisfied at all,Married,9985.0,8,No,16,Satisfied,Not Satisfied at all,Basic,10,1,Dissatisfied,1,0,0,0
452,45,No,Rarely,549.0,Research & Development,8,Bachelor's Degree,Other,Delighted,Male,75.0,Satisfied,Junior,Research Scientist,Delighted,Married,3697.0,9,No,14,Satisfied,Not Satisfied at all,Intermediate,12,3,Satisfied,10,9,9,8
453,40,No,Rarely,1124.0,Sales,1,Basic Education,Medical,Dissatisfied,Male,57.0,Not Satisfied at all,Junior,Sales Executive,Delighted,Married,7457.0,2,Yes,22,Delighted,Satisfied,Executive,6,2,Dissatisfied,4,3,0,2
454,29,Yes,Rarely,318.0,Research & Development,8,Bachelor's Degree,Other,Dissatisfied,Male,77.0,Not Satisfied at all,Entry Level,Laboratory Technician,Not Satisfied at all,Unknown,2119.0,1,Yes,11,Satisfied,Delighted,Unvested,7,4,Dissatisfied,7,7,0,7
455,29,No,Rarely,738.0,Research & Development,9,Postgraduate,Other,Dissatisfied,Male,30.0,Dissatisfied,Entry Level,Laboratory Technician,Delighted,Single,3983.0,0,No,17,Satisfied,Satisfied,Unvested,4,2,Satisfied,3,2,2,2
456,30,No,Rarely,570.0,Sales,5,Associate Degree,Marketing,Delighted,Female,30.0,Dissatisfied,Junior,Sales Executive,Satisfied,Divorced,6118.0,1,No,13,Satisfied,Satisfied,Executive,10,2,Satisfied,10,9,1,2
458,27,No,Rarely,1130.0,Sales,8,Bachelor's Degree,Marketing,Dissatisfied,Female,56.0,Satisfied,Junior,Sales Executive,Dissatisfied,Married,6214.0,1,No,18,Satisfied,Not Satisfied at all,Basic,8,3,Satisfied,8,7,0,4
460,37,No,Rarely,1192.0,Research & Development,5,Basic Education,Unknown,Delighted,Male,61.0,Satisfied,Junior,Manufacturing Director,Delighted,Divorced,6347.0,7,No,16,Satisfied,Satisfied,Intermediate,8,2,Dissatisfied,6,2,0,2
461,38,No,Rarely,343.0,Research & Development,15,Basic Education,Life Sciences,Satisfied,Male,92.0,Dissatisfied,Senior,Research Director,Delighted,Unknown,11510.0,0,Yes,14,Satisfied,Dissatisfied,Basic,12,2,Satisfied,11,10,2,9
462,31,No,Rarely,1232.0,Research & Development,7,Bachelor's Degree,Medical,Satisfied,Female,39.0,Satisfied,Senior,Manufacturing Director,Delighted,Single,7143.0,1,Yes,14,Satisfied,Satisfied,Unvested,11,2,Dissatisfied,11,9,4,8
463,29,No,Rarely,144.0,Sales,10,No Formal Education,Marketing,Delighted,Female,39.0,Dissatisfied,Junior,Sales Executive,Dissatisfied,Divorced,8268.0,1,Yes,14,Satisfied,Not Satisfied at all,Intermediate,7,2,Satisfied,7,7,1,7
464,35,No,Rarely,1296.0,Research & Development,5,Bachelor's Degree,Technical Degree,Satisfied,Male,62.0,Satisfied,Senior,Manufacturing Director,Unknown,Single,8095.0,0,No,13,Satisfied,Delighted,Unvested,17,5,Satisfied,16,6,0,13
465,23,No,Rarely,1309.0,Research & Development,26,No Formal Education,Life Sciences,Satisfied,Male,83.0,Satisfied,Entry Level,Research Scientist,Delighted,Divorced,2904.0,1,No,12,Satisfied,Satisfied,Intermediate,4,3,Dissatisfied,4,2,0,2
466,41,No,Rarely,483.0,Research & Development,6,Associate Degree,Medical,Delighted,Male,95.0,Dissatisfied,Junior,Manufacturing Director,Dissatisfied,Single,6032.0,6,Yes,15,Satisfied,Delighted,Unvested,8,3,Satisfied,5,4,1,2
467,47,No,Frequently,1309.0,Sales,4,No Formal Education,Medical,Dissatisfied,Male,99.0,Satisfied,Junior,Sales Representative,Satisfied,Single,2976.0,3,No,19,Satisfied,Not Satisfied at all,Unvested,5,3,Satisfied,0,0,0,0
468,42,No,Rarely,810.0,Research & Development,23,Postgraduate,Life Sciences,Not Satisfied at all,Female,44.0,Satisfied,Manager,Research Director,Delighted,Single,15992.0,2,No,14,Satisfied,Dissatisfied,Unvested,16,2,Satisfied,1,0,0,1
469,29,No,Non,746.0,Sales,2,Associate Degree,Life Sciences,Delighted,Male,61.0,Satisfied,Junior,Sales Executive,Satisfied,Married,4649.0,1,No,14,Satisfied,Not Satisfied at all,Basic,4,3,Dissatisfied,4,3,0,2
470,42,No,Rarely,544.0,Human Resources,2,No Formal Education,Technical Degree,Satisfied,Male,52.0,Satisfied,Entry Level,Human Resources,Satisfied,Divorced,2696.0,0,Yes,11,Satisfied,Satisfied,Basic,4,5,Satisfied,3,2,1,0
471,32,No,Rarely,1062.0,Research & Development,2,Associate Degree,Medical,Satisfied,Female,75.0,Satisfied,Entry Level,Laboratory Technician,Dissatisfied,Married,2370.0,1,No,13,Satisfied,Satisfied,Basic,8,4,Satisfied,8,0,0,7
473,48,No,Rarely,530.0,Sales,29,No Formal Education,Medical,Not Satisfied at all,Female,91.0,Satisfied,Senior,Manager,Satisfied,Married,12504.0,3,No,21,Delighted,Dissatisfied,Basic,15,3,Not Satisfied at all,0,0,0,0
474,37,No,Rarely,1319.0,Research & Development,6,Associate Degree,Medical,Satisfied,Male,51.0,Delighted,Junior,Research Scientist,Not Satisfied at all,Divorced,5974.0,4,Yes,13,Satisfied,Not Satisfied at all,Intermediate,13,2,Satisfied,7,7,6,7
475,30,No,Non,641.0,Sales,25,Basic Education,Technical Degree,Delighted,Female,85.0,Satisfied,Junior,Sales Executive,Satisfied,Married,4736.0,7,Yes,12,Satisfied,Dissatisfied,Basic,4,2,Delighted,2,2,2,2
476,26,No,Rarely,933.0,Sales,1,Associate Degree,Life Sciences,Satisfied,Male,57.0,Satisfied,Junior,Sales Executive,Satisfied,Married,5296.0,1,No,17,Satisfied,Dissatisfied,Basic,8,3,Satisfied,8,7,7,7
477,42,No,Rarely,1332.0,Research & Development,2,Bachelor's Degree,Other,Not Satisfied at all,Male,98.0,Dissatisfied,Junior,Healthcare Representative,Delighted,Single,6781.0,3,No,23,Delighted,Dissatisfied,Unvested,14,6,Satisfied,1,0,0,0
478,21,Yes,Frequently,756.0,Sales,1,No Formal Education,Technical Degree,Not Satisfied at all,Female,99.0,Dissatisfied,Entry Level,Sales Representative,Dissatisfied,Single,2174.0,1,Yes,11,Satisfied,Satisfied,Unvested,3,3,Satisfied,3,2,1,2
479,36,No,Non,845.0,Sales,1,Postgraduate,Medical,Delighted,Female,45.0,Satisfied,Junior,Sales Executive,Delighted,Single,6653.0,4,No,15,Satisfied,Dissatisfied,Unvested,7,6,Satisfied,1,0,0,0
481,36,No,Frequently,541.0,Sales,3,Bachelor's Degree,Medical,Not Satisfied at all,Male,48.0,Dissatisfied,Senior,Sales Executive,Delighted,Unknown,9699.0,4,No,11,Satisfied,Not Satisfied at all,Basic,16,2,Satisfied,13,9,1,12
482,57,No,Rarely,593.0,Research & Development,1,Bachelor's Degree,Medical,Delighted,Male,88.0,Satisfied,Junior,Healthcare Representative,Satisfied,Married,6755.0,2,No,11,Satisfied,Satisfied,Unvested,15,2,Satisfied,3,2,1,2
483,40,No,Rarely,1171.0,Research & Development,10,Bachelor's Degree,Life Sciences,Delighted,Female,46.0,Delighted,Entry Level,Laboratory Technician,Satisfied,Unknown,2213.0,3,No,13,Satisfied,Satisfied,Basic,10,3,Satisfied,7,7,1,7
484,21,No,Non,895.0,Sales,9,Basic Education,Medical,Not Satisfied at all,Male,39.0,Satisfied,Entry Level,Sales Representative,Delighted,Single,2610.0,1,No,24,Delighted,Satisfied,Unvested,3,3,Dissatisfied,3,2,2,2
485,33,Yes,Rarely,350.0,Sales,5,Associate Degree,Marketing,Delighted,Female,34.0,Satisfied,Entry Level,Sales Representative,Unknown,Single,2851.0,1,Yes,13,Satisfied,Dissatisfied,Unvested,1,2,Satisfied,1,0,0,0
486,37,No,Rarely,921.0,Research & Development,10,Associate Degree,Medical,Satisfied,Female,98.0,Satisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Married,3452.0,6,No,20,Delighted,Dissatisfied,Basic,17,3,Satisfied,5,4,0,3
487,46,No,Non,1144.0,Research & Development,7,Bachelor's Degree,Unknown,Satisfied,Female,30.0,Satisfied,Junior,Manufacturing Director,Satisfied,Married,5258.0,2,No,14,Satisfied,Satisfied,Unvested,7,2,Delighted,1,0,0,0
488,41,Yes,Frequently,143.0,Sales,4,Associate Degree,Marketing,Not Satisfied at all,Male,56.0,Satisfied,Junior,Sales Executive,Dissatisfied,Single,9355.0,1,No,18,Satisfied,Satisfied,Unvested,8,5,Satisfied,8,7,7,7
491,50,No,Rarely,1046.0,Research & Development,10,Associate Degree,Technical Degree,Delighted,Male,100.0,Dissatisfied,Senior,Healthcare Representative,Delighted,Single,10496.0,6,No,15,Satisfied,Delighted,Unvested,20,2,Satisfied,4,3,1,3
492,40,Yes,Rarely,575.0,Sales,22,Basic Education,Marketing,Satisfied,Male,68.0,Dissatisfied,Junior,Sales Executive,Satisfied,Married,6380.0,2,No,12,Satisfied,Not Satisfied at all,Intermediate,8,6,Satisfied,6,4,1,0
493,31,No,Rarely,408.0,Research & Development,9,Bachelor's Degree,Life Sciences,Satisfied,Male,42.0,Dissatisfied,Entry Level,Research Scientist,Dissatisfied,Single,2657.0,0,Yes,16,Satisfied,Delighted,Unvested,3,5,Satisfied,2,2,2,2
494,21,Yes,Rarely,156.0,Sales,12,Associate Degree,Life Sciences,Satisfied,Female,90.0,Delighted,Entry Level,Sales Representative,Dissatisfied,Single,2716.0,1,No,15,Satisfied,Delighted,Unvested,1,0,Satisfied,1,0,0,0
495,29,No,Rarely,1283.0,Research & Development,23,Associate Degree,Life Sciences,Delighted,Male,54.0,Satisfied,Entry Level,Research Scientist,Delighted,Single,2201.0,9,No,16,Satisfied,Delighted,Unvested,6,4,Satisfied,3,2,1,2
496,35,No,Rarely,755.0,Research & Development,9,Bachelor's Degree,Life Sciences,Satisfied,Male,97.0,Dissatisfied,Junior,Healthcare Representative,Dissatisfied,Single,6540.0,9,No,19,Satisfied,Satisfied,Unvested,10,5,Satisfied,1,1,0,0
497,27,No,Rarely,1469.0,Research & Development,1,Basic Education,Medical,Delighted,Male,82.0,Satisfied,Entry Level,Laboratory Technician,Dissatisfied,Divorced,3816.0,1,No,11,Satisfied,Dissatisfied,Basic,5,2,Satisfied,5,2,0,4
498,28,No,Rarely,304.0,Sales,9,Bachelor's Degree,Life Sciences,Dissatisfied,Male,92.0,Satisfied,Junior,Sales Executive,Delighted,Single,5253.0,1,No,16,Satisfied,Delighted,Unvested,7,1,Satisfied,7,5,0,7
499,49,No,Rarely,1261.0,Research & Development,7,Associate Degree,Other,Dissatisfied,Male,31.0,Dissatisfied,Senior,Healthcare Representative,Satisfied,Single,10965.0,8,No,24,Delighted,Satisfied,Unvested,26,2,Satisfied,5,2,0,0
500,51,No,Rarely,1178.0,Sales,14,Basic Education,Life Sciences,Satisfied,Female,87.0,Satisfied,Junior,Sales Executive,Delighted,Married,4936.0,4,No,11,Satisfied,Satisfied,Basic,18,2,Dissatisfied,7,7,0,5
501,36,No,Rarely,329.0,Research & Development,2,Associate Degree,Life Sciences,Delighted,Female,96.0,Satisfied,Entry Level,Research Scientist,Satisfied,Married,2543.0,4,No,13,Satisfied,Dissatisfied,Basic,6,3,Satisfied,2,2,2,2
502,34,Yes,Non,1362.0,Research & Development,19,Associate Degree,Marketing,Not Satisfied at all,Male,67.0,Delighted,Junior,Sales Executive,Delighted,Single,5304.0,8,Yes,13,Satisfied,Dissatisfied,Unvested,9,3,Dissatisfied,5,2,0,4
505,55,No,Rarely,1311.0,Research & Development,2,Associate Degree,Life Sciences,Satisfied,Female,97.0,Satisfied,Manager,Manager,Delighted,Single,16659.0,2,Yes,13,Satisfied,Satisfied,Unvested,30,2,Satisfied,5,4,1,3
507,24,No,Rarely,1371.0,Sales,10,Bachelor's Degree,Marketing,Delighted,Female,77.0,Satisfied,Junior,Sales Executive,Satisfied,Divorced,4260.0,1,Yes,12,Satisfied,Delighted,Basic,5,2,Delighted,5,2,0,3
508,30,No,Rarely,202.0,Sales,2,No Formal Education,Technical Degree,Satisfied,Male,72.0,Satisfied,Entry Level,Sales Representative,Dissatisfied,Married,2476.0,1,No,18,Satisfied,Not Satisfied at all,Basic,1,3,Satisfied,1,0,0,0
510,26,Yes,Rarely,575.0,Research & Development,3,No Formal Education,Technical Degree,Satisfied,Male,73.0,Satisfied,Entry Level,Research Scientist,Not Satisfied at all,Single,3102.0,0,No,22,Delighted,Satisfied,Unvested,7,2,Satisfied,6,4,0,4
511,22,No,Rarely,253.0,Research & Development,11,Associate Degree,Medical,Not Satisfied at all,Female,43.0,Satisfied,Entry Level,Research Scientist,Dissatisfied,Married,2244.0,1,No,13,Satisfied,Delighted,Basic,2,1,Satisfied,2,1,1,2
513,36,No,Rarely,164.0,Sales,2,Basic Education,Medical,Dissatisfied,Male,61.0,Dissatisfied,Senior,Sales Executive,Satisfied,Married,7596.0,1,No,13,Satisfied,Dissatisfied,Intermediate,10,2,Satisfied,10,9,9,6
514,30,Yes,Frequently,464.0,Research & Development,4,Associate Degree,Technical Degree,Satisfied,Male,40.0,Satisfied,Entry Level,Research Scientist,Delighted,Single,2285.0,9,Yes,23,Delighted,Satisfied,Unvested,3,4,Satisfied,1,0,0,0
515,37,No,Rarely,1107.0,Research & Development,14,Associate Degree,Life Sciences,Delighted,Female,95.0,Satisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Divorced,3034.0,1,No,12,Satisfied,Satisfied,Basic,18,2,Dissatisfied,18,7,12,17
516,40,No,Rarely,759.0,Sales,2,Basic Education,Marketing,Delighted,Female,46.0,Satisfied,Junior,Sales Executive,Dissatisfied,Divorced,5715.0,7,No,12,Satisfied,Satisfied,Intermediate,8,5,Satisfied,5,4,1,3
517,42,No,Rarely,201.0,Research & Development,1,Bachelor's Degree,Life Sciences,Dissatisfied,Female,95.0,Satisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Divorced,2576.0,3,No,16,Satisfied,Dissatisfied,Basic,8,5,Satisfied,5,2,1,2
518,37,No,Rarely,1305.0,Research & Development,10,Bachelor's Degree,Life Sciences,Satisfied,Male,49.0,Satisfied,Junior,Manufacturing Director,Dissatisfied,Single,4197.0,2,Yes,12,Satisfied,Delighted,Unvested,18,2,Dissatisfied,1,0,0,1
520,43,No,Rarely,982.0,Research & Development,12,Associate Degree,Life Sciences,Not Satisfied at all,Male,59.0,Dissatisfied,Manager,Research Director,Dissatisfied,Divorced,14336.0,1,No,11,Satisfied,Satisfied,Basic,25,3,Satisfied,25,10,3,8
521,40,No,Rarely,555.0,Research & Development,2,Associate Degree,Medical,Dissatisfied,Female,78.0,Dissatisfied,Junior,Laboratory Technician,Satisfied,Married,3448.0,6,No,22,Delighted,Dissatisfied,Basic,20,3,Satisfied,1,0,0,0
522,54,No,Rarely,821.0,Research & Development,5,Basic Education,Medical,Not Satisfied at all,Male,86.0,Satisfied,Executive,Research Director,Not Satisfied at all,Married,19406.0,4,No,11,Satisfied,Satisfied,Basic,24,4,Dissatisfied,4,2,1,2
523,34,No,Non,1381.0,Sales,4,Bachelor's Degree,Marketing,Satisfied,Female,72.0,Satisfied,Junior,Sales Executive,Satisfied,Married,6538.0,9,No,15,Satisfied,Not Satisfied at all,Basic,6,3,Satisfied,3,2,1,2
524,31,No,Rarely,480.0,Research & Development,7,Basic Education,Medical,Dissatisfied,Female,31.0,Satisfied,Junior,Manufacturing Director,Not Satisfied at all,Married,4306.0,1,No,12,Satisfied,Dissatisfied,Basic,13,5,Not Satisfied at all,13,10,3,12
525,43,No,Frequently,313.0,Research & Development,21,Associate Degree,Medical,Delighted,Male,61.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Married,2258.0,7,No,20,Delighted,Not Satisfied at all,Basic,8,1,Satisfied,3,2,1,2
526,43,No,Rarely,1473.0,Research & Development,8,Bachelor's Degree,Other,Satisfied,Female,74.0,Satisfied,Junior,Healthcare Representative,Satisfied,Divorced,4522.0,4,Yes,14,Satisfied,Delighted,Unvested,8,3,Satisfied,5,2,0,2
527,36,No,Rarely,891.0,Sales,4,Basic Education,Life Sciences,Dissatisfied,Female,99.0,Dissatisfied,Junior,Sales Executive,Delighted,Single,4487.0,1,Yes,11,Satisfied,Dissatisfied,Unvested,5,3,Satisfied,5,4,1,3
529,37,No,Non,1063.0,Research & Development,25,Postgraduate,Medical,Dissatisfied,Female,72.0,Satisfied,Junior,Research Scientist,Satisfied,Married,4449.0,3,Yes,15,Satisfied,Not Satisfied at all,Intermediate,15,2,Satisfied,13,11,10,7
530,31,No,Rarely,329.0,Research & Development,1,Basic Education,Life Sciences,Delighted,Male,98.0,Dissatisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Married,2218.0,1,No,12,Satisfied,Satisfied,Basic,4,3,Satisfied,4,2,3,2
531,39,No,Frequently,1218.0,Research & Development,1,No Formal Education,Life Sciences,Dissatisfied,Male,52.0,Satisfied,Executive,Manager,Satisfied,Unknown,19197.0,1,Yes,14,Satisfied,Satisfied,Basic,21,4,Satisfied,21,8,1,6
532,56,No,Frequently,906.0,Sales,6,Associate Degree,Life Sciences,Satisfied,Female,86.0,Delighted,Manager,Sales Executive,Not Satisfied at all,Married,13212.0,9,No,11,Satisfied,Delighted,Executive,36,0,Dissatisfied,7,7,7,5
533,30,No,Rarely,1082.0,Sales,12,Associate Degree,Technical Degree,Dissatisfied,Female,83.0,Satisfied,Junior,Sales Executive,Satisfied,Single,6577.0,0,No,11,Satisfied,Dissatisfied,Unvested,6,6,Satisfied,5,4,4,4
534,41,No,Rarely,645.0,Sales,1,Associate Degree,Marketing,Dissatisfied,Male,49.0,Delighted,Senior,Sales Executive,Not Satisfied at all,Married,8392.0,1,No,16,Satisfied,Satisfied,Basic,10,2,Satisfied,10,7,0,7
536,28,No,Rarely,1300.0,Research & Development,17,Basic Education,Medical,Satisfied,Male,79.0,Satisfied,Junior,Laboratory Technician,Not Satisfied at all,Divorced,4558.0,1,No,12,Satisfied,Delighted,Basic,10,2,Satisfied,10,0,1,8
538,25,Yes,Rarely,688.0,Research & Development,3,Associate Degree,Medical,Not Satisfied at all,Male,91.0,Satisfied,Entry Level,Laboratory Technician,Not Satisfied at all,Married,4031.0,5,No,13,Satisfied,Satisfied,Basic,6,5,Satisfied,2,2,0,2
543,52,No,Rarely,319.0,Research & Development,3,Associate Degree,Medical,Delighted,Male,39.0,Dissatisfied,Senior,Manufacturing Director,Satisfied,Unknown,7969.0,2,Yes,14,Satisfied,Satisfied,Unvested,28,4,Satisfied,5,4,0,4
544,45,No,Rarely,192.0,Research & Development,10,Basic Education,Life Sciences,Not Satisfied at all,Male,69.0,Satisfied,Entry Level,Research Scientist,Delighted,Married,2654.0,3,No,21,Delighted,Delighted,Intermediate,8,3,Dissatisfied,2,2,0,2
546,52,No,Rarely,1490.0,Research & Development,4,Basic Education,Unknown,Delighted,Female,30.0,Satisfied,Manager,Manager,Delighted,Married,16555.0,2,No,13,Satisfied,Delighted,Unvested,31,2,Not Satisfied at all,5,2,1,4
547,42,No,Frequently,532.0,Research & Development,29,Basic Education,Life Sciences,Not Satisfied at all,Female,92.0,Satisfied,Junior,Research Scientist,Satisfied,Divorced,4556.0,2,No,11,Satisfied,Dissatisfied,Basic,19,3,Satisfied,5,4,0,2
548,30,No,Rarely,317.0,Research & Development,2,Associate Degree,Life Sciences,Satisfied,Female,43.0,Not Satisfied at all,Junior,Manufacturing Director,Delighted,Single,6091.0,2,No,20,Delighted,Satisfied,Unvested,11,2,Satisfied,5,4,0,2
549,60,No,Rarely,422.0,Research & Development,7,Associate Degree,Life Sciences,Not Satisfied at all,Female,41.0,Satisfied,Executive,Manager,Not Satisfied at all,Married,19566.0,5,No,11,Satisfied,Delighted,Unvested,33,5,Not Satisfied at all,29,8,11,10
550,46,No,Rarely,1485.0,Research & Development,18,Associate Degree,Medical,Satisfied,Female,87.0,Satisfied,Junior,Manufacturing Director,Satisfied,Divorced,4810.0,2,No,14,Satisfied,Satisfied,Basic,19,5,Dissatisfied,10,7,0,8
551,42,No,Frequently,1368.0,Research & Development,28,Bachelor's Degree,Technical Degree,Delighted,Female,88.0,Dissatisfied,Junior,Healthcare Representative,Unknown,Married,4523.0,0,No,11,Satisfied,Delighted,Executive,7,4,Delighted,6,5,0,4
554,24,Yes,Rarely,1448.0,Sales,1,No Formal Education,Technical Degree,Not Satisfied at all,Female,62.0,Satisfied,Entry Level,Sales Representative,Dissatisfied,Single,3202.0,1,Yes,16,Satisfied,Dissatisfied,Unvested,6,4,Satisfied,5,3,1,4
555,34,Yes,Frequently,296.0,Sales,6,Basic Education,Marketing,Delighted,Female,33.0,Not Satisfied at all,Entry Level,Sales Representative,Satisfied,Divorced,2351.0,0,No,16,Satisfied,Delighted,Basic,3,3,Dissatisfied,2,2,1,2
556,38,No,Frequently,1490.0,Research & Development,2,Basic Education,Life Sciences,Delighted,Male,42.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Married,1702.0,1,Yes,23,Delighted,Satisfied,Basic,1,3,Satisfied,1,0,0,0
558,40,No,Rarely,1398.0,Sales,2,Bachelor's Degree,Life Sciences,Satisfied,Female,79.0,Satisfied,Executive,Manager,Satisfied,Married,18041.0,0,No,14,Satisfied,Delighted,Unvested,21,2,Satisfied,20,15,1,9
560,26,No,Rarely,1349.0,Research & Development,23,Associate Degree,Life Sciences,Not Satisfied at all,Female,90.0,Satisfied,Entry Level,Research Scientist,Delighted,Divorced,2886.0,1,No,22,Delighted,Dissatisfied,Intermediate,3,3,Not Satisfied at all,3,2,0,2
562,30,No,Non,1400.0,Research & Development,3,Associate Degree,Unknown,Satisfied,Male,53.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Married,2097.0,4,No,15,Satisfied,Satisfied,Basic,9,3,Not Satisfied at all,5,3,1,4
564,29,No,Rarely,986.0,Research & Development,3,Bachelor's Degree,Medical,Dissatisfied,Male,93.0,Dissatisfied,Senior,Research Director,Satisfied,Married,11935.0,1,No,18,Satisfied,Satisfied,Unvested,10,2,Satisfied,10,2,0,7
565,29,Yes,Rarely,408.0,Research & Development,25,Postgraduate,Technical Degree,Satisfied,Female,71.0,Dissatisfied,Entry Level,Research Scientist,Dissatisfied,Married,2546.0,5,No,16,Satisfied,Dissatisfied,Unvested,6,2,Delighted,2,2,1,1
566,19,Yes,Rarely,489.0,Human Resources,2,Basic Education,Technical Degree,Not Satisfied at all,Male,52.0,Dissatisfied,Entry Level,Human Resources,Delighted,Single,2564.0,1,No,12,Satisfied,Satisfied,Unvested,1,3,Delighted,1,0,0,0
567,30,No,Non,1398.0,Sales,22,Bachelor's Degree,Other,Satisfied,Female,69.0,Satisfied,Senior,Sales Executive,Not Satisfied at all,Married,8412.0,0,No,11,Satisfied,Satisfied,Unvested,10,3,Satisfied,9,8,7,8
568,57,No,Rarely,210.0,Sales,29,Associate Degree,Marketing,Not Satisfied at all,Male,56.0,Dissatisfied,Manager,Manager,Delighted,Divorced,14118.0,3,No,12,Satisfied,Satisfied,Basic,32,3,Dissatisfied,1,0,0,2
569,50,No,Rarely,1099.0,Research & Development,29,Bachelor's Degree,Life Sciences,Dissatisfied,Male,88.0,Dissatisfied,Manager,Manager,Satisfied,Married,17046.0,0,No,15,Satisfied,Dissatisfied,Basic,28,2,Satisfied,27,10,15,7
571,30,No,Non,1116.0,Research & Development,2,Associate Degree,Medical,Satisfied,Female,49.0,Satisfied,Entry Level,Laboratory Technician,Delighted,Single,2564.0,0,No,14,Satisfied,Satisfied,Unvested,12,2,Dissatisfied,11,7,6,7
573,60,No,Frequently,1499.0,Sales,28,Associate Degree,Unknown,Satisfied,Female,80.0,Dissatisfied,Senior,Sales Executive,Not Satisfied at all,Married,10266.0,4,No,19,Satisfied,Delighted,Unvested,22,5,Delighted,18,13,13,11
574,47,No,Rarely,983.0,Research & Development,2,Basic Education,Medical,Not Satisfied at all,Female,65.0,Satisfied,Junior,Manufacturing Director,Delighted,Divorced,5070.0,5,No,13,Satisfied,Satisfied,Executive,20,2,Satisfied,5,0,0,4
575,46,No,Rarely,1009.0,Research & Development,2,Associate Degree,Life Sciences,Not Satisfied at all,Male,51.0,Satisfied,Manager,Research Director,Satisfied,Married,17861.0,6,No,13,Satisfied,Satisfied,Unvested,26,2,Not Satisfied at all,3,2,0,1
577,35,No,Rarely,144.0,Research & Development,22,Associate Degree,Life Sciences,Delighted,Male,46.0,Not Satisfied at all,Entry Level,Laboratory Technician,Satisfied,Single,4230.0,0,No,15,Satisfied,Satisfied,Unvested,6,2,Satisfied,5,4,4,3
578,54,No,Rarely,548.0,Research & Development,8,Bachelor's Degree,Life Sciences,Satisfied,Female,42.0,Satisfied,Junior,Laboratory Technician,Satisfied,Single,3780.0,7,No,11,Satisfied,Satisfied,Unvested,19,3,Satisfied,1,0,0,0
579,34,No,Rarely,1303.0,Research & Development,2,Bachelor's Degree,Life Sciences,Delighted,Male,62.0,Dissatisfied,Entry Level,Research Scientist,Satisfied,Divorced,2768.0,3,No,12,Satisfied,Satisfied,Basic,14,3,Satisfied,7,3,5,7
580,46,No,Rarely,1125.0,Sales,10,Associate Degree,Marketing,Satisfied,Female,94.0,Dissatisfied,Senior,Sales Executive,Delighted,Married,9071.0,2,Yes,19,Satisfied,Satisfied,Basic,15,3,Satisfied,3,2,1,2
581,31,No,Rarely,1274.0,Research & Development,9,No Formal Education,Life Sciences,Satisfied,Male,33.0,Satisfied,Senior,Manufacturing Director,Dissatisfied,Divorced,10648.0,1,No,25,Delighted,Delighted,Basic,13,6,Delighted,13,8,0,8
582,33,Yes,Rarely,1277.0,Research & Development,15,No Formal Education,Medical,Dissatisfied,Male,56.0,Satisfied,Senior,Manager,Satisfied,Married,13610.0,7,Yes,12,Satisfied,Delighted,Unvested,15,2,Delighted,7,6,7,7
584,33,Yes,Rarely,587.0,Research & Development,10,No Formal Education,Medical,Not Satisfied at all,Male,38.0,Not Satisfied at all,Entry Level,Laboratory Technician,Delighted,Divorced,3408.0,7,No,13,Satisfied,Not Satisfied at all,Executive,8,2,Satisfied,4,3,1,3
585,30,No,Rarely,413.0,Sales,7,No Formal Education,Marketing,Delighted,Male,57.0,Satisfied,Entry Level,Sales Representative,Dissatisfied,Single,2983.0,0,No,14,Satisfied,Not Satisfied at all,Unvested,4,3,Satisfied,3,2,1,2
